ds,trend,yhat_lower,yhat_upper,trend_lower,trend_upper,additive_terms,additive_terms_lower,additive_terms_upper,h1,h1_lower,h1_upper,h2,h2_lower,h2_upper,holidays,holidays_lower,holidays_upper,yearly,yearly_lower,yearly_upper,multiplicative_terms,multiplicative_terms_lower,multiplicative_terms_upper,yhat
2013-03-14,8.266483135442957,7.115917790002932,8.78275863330292,8.266483135442957,8.266483135442957,-0.3459995089036569,-0.3459995089036569,-0.3459995089036569,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.3459995089036569,-0.3459995089036569,-0.3459995089036569,0.0,0.0,0.0,7.9204836265393
2013-03-15,8.26616128936332,7.047393453930825,8.816517982901315,8.26616128936332,8.26616128936332,-0.3394445968526629,-0.3394445968526629,-0.3394445968526629,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.3394445968526629,-0.3394445968526629,-0.3394445968526629,0.0,0.0,0.0,7.926716692510657
2013-03-16,8.26583944328368,7.060579959675726,8.774026387983461,8.26583944328368,8.26583944328368,-0.337812451666429,-0.337812451666429,-0.337812451666429,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.337812451666429,-0.337812451666429,-0.337812451666429,0.0,0.0,0.0,7.9280269916172506
2013-03-17,8.26551759720404,7.043025323234662,8.76171739697078,8.26551759720404,8.26551759720404,-0.3411396261834608,-0.3411396261834608,-0.3411396261834608,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.3411396261834608,-0.3411396261834608,-0.3411396261834608,0.0,0.0,0.0,7.924377971020579
2013-03-18,8.265195751124402,7.010160645156467,8.820458836310165,8.265195751124402,8.265195751124402,-0.3493423497002954,-0.3493423497002954,-0.3493423497002954,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.3493423497002954,-0.3493423497002954,-0.3493423497002954,0.0,0.0,0.0,7.915853401424107
2013-03-19,8.264873905044762,7.0335507495504,8.759288417397793,8.264873905044762,8.264873905044762,-0.3622219893210515,-0.3622219893210515,-0.3622219893210515,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.3622219893210515,-0.3622219893210515,-0.3622219893210515,0.0,0.0,0.0,7.902651915723711
2013-03-20,8.264552058965123,7.005997419215975,8.751547197838118,8.264552058965123,8.264552058965123,-0.3794729635413681,-0.3794729635413681,-0.3794729635413681,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.3794729635413681,-0.3794729635413681,-0.3794729635413681,0.0,0.0,0.0,7.885079095423754
2013-03-21,8.264230212885483,6.994631875572901,8.77286239879504,8.264230212885483,8.264230212885483,-0.40069287798854347,-0.40069287798854347,-0.40069287798854347,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.40069287798854347,-0.40069287798854347,-0.40069287798854347,0.0,0.0,0.0,7.8635373348969395
2013-03-22,8.263908366805845,6.978611646370991,8.632935367189617,8.263908366805845,8.263908366805845,-0.42539460360668463,-0.42539460360668463,-0.42539460360668463,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.42539460360668463,-0.42539460360668463,-0.42539460360668463,0.0,0.0,0.0,7.838513763199161
2013-03-23,8.263587982372616,6.998457336645398,8.683597893429559,8.263587982372616,8.263587982372616,-0.45301997548414397,-0.45301997548414397,-0.45301997548414397,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.45301997548414397,-0.45301997548414397,-0.45301997548414397,0.0,0.0,0.0,7.810568006888472
2013-03-24,8.26326759793939,6.910239536286325,8.65855307061702,8.26326759793939,8.26326759793939,-0.4829547569528511,-0.4829547569528511,-0.4829547569528511,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.4829547569528511,-0.4829547569528511,-0.4829547569528511,0.0,0.0,0.0,7.7803128409865385
2013-03-25,8.262947213506163,6.871754695881543,8.608732522142983,8.262947213506163,8.262947213506163,-0.5145444893400407,-0.5145444893400407,-0.5145444893400407,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.5145444893400407,-0.5145444893400407,-0.5145444893400407,0.0,0.0,0.0,7.748402724166122
2013-03-26,8.262626829072934,6.839851146920259,8.561782467031797,8.262626829072934,8.262626829072934,-0.547110833323572,-0.547110833323572,-0.547110833323572,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.547110833323572,-0.547110833323572,-0.547110833323572,0.0,0.0,0.0,7.715515995749362
2013-03-27,8.262306444639707,6.828078858900222,8.530448958758932,8.262306444639707,8.262306444639707,-0.57996800350085,-0.57996800350085,-0.57996800350085,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.57996800350085,-0.57996800350085,-0.57996800350085,0.0,0.0,0.0,7.682338441138857
2013-03-28,8.261986060206478,6.791947988416565,8.502433960378355,8.261986060206478,8.261986060206478,-0.6124389035173438,-0.6124389035173438,-0.6124389035173438,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.6124389035173438,-0.6124389035173438,-0.6124389035173438,0.0,0.0,0.0,7.649547156689135
2013-03-29,8.261665675773251,6.745182030611959,8.448976868448094,8.261665675773251,8.261665675773251,-0.6438705846325724,-0.6438705846325724,-0.6438705846325724,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.6438705846325724,-0.6438705846325724,-0.6438705846325724,0.0,0.0,0.0,7.617795091140679
2013-03-30,8.261345291340024,6.762949928680856,8.526031230673144,8.261345291340024,8.261345291340024,-0.6736486753996104,-0.6736486753996104,-0.6736486753996104,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.6736486753996104,-0.6736486753996104,-0.6736486753996104,0.0,0.0,0.0,7.5876966159404144
2013-03-31,8.261024906906796,6.694791280433384,8.411157096819935,8.261024906906796,8.261024906906796,-0.7012104634239744,-0.7012104634239744,-0.7012104634239744,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.7012104634239744,-0.7012104634239744,-0.7012104634239744,0.0,0.0,0.0,7.559814443482821
2013-04-01,8.260704522473569,6.697535705838922,8.441343922781357,8.260704522473569,8.260704522473569,-0.7260563509581056,-0.7260563509581056,-0.7260563509581056,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.7260563509581056,-0.7260563509581056,-0.7260563509581056,0.0,0.0,0.0,7.534648171515463
2013-04-02,8.26038413804034,6.668639668278154,8.451163298681575,8.26038413804034,8.26038413804034,-0.7477594531969521,-0.7477594531969521,-0.7477594531969521,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.7477594531969521,-0.7477594531969521,-0.7477594531969521,0.0,0.0,0.0,7.512624684843388
2013-04-03,8.260063753607113,6.616384182716818,8.373174100083697,8.260063753607113,8.260063753607113,-0.7659731602385822,-0.7659731602385822,-0.7659731602385822,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.7659731602385822,-0.7659731602385822,-0.7659731602385822,0.0,0.0,0.0,7.494090593368531
2013-04-04,8.259743369173886,6.582229747483828,8.325118729539778,8.259743369173886,8.259743369173886,-0.7804365393004467,-0.7804365393004467,-0.7804365393004467,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.7804365393004467,-0.7804365393004467,-0.7804365393004467,0.0,0.0,0.0,7.4793068298734395
2013-04-05,8.259422984740658,6.630661634554011,8.334747004296073,8.259422984740658,8.259422984740658,-0.7909775114227597,-0.7909775114227597,-0.7909775114227597,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.7909775114227597,-0.7909775114227597,-0.7909775114227597,0.0,0.0,0.0,7.468445473317898
2013-04-06,8.25910260030743,6.581064377489464,8.322563840332162,8.25910260030743,8.25910260030743,-0.7975137949672292,-0.7975137949672292,-0.7975137949672292,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.7975137949672292,-0.7975137949672292,-0.7975137949672292,0.0,0.0,0.0,7.4615888053402015
2013-04-07,8.258782215874202,6.580218737365232,8.286265895856674,8.258782215874202,8.258782215874202,-0.8000516651949133,-0.8000516651949133,-0.8000516651949133,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.8000516651949133,-0.8000516651949133,-0.8000516651949133,0.0,0.0,0.0,7.458730550679289
2013-04-08,8.258461831440975,6.5924065832546965,8.31790175476504,8.258461831440975,8.258461831440975,-0.798682633573482,-0.798682633573482,-0.798682633573482,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.798682633573482,-0.798682633573482,-0.798682633573482,0.0,0.0,0.0,7.459779197867493
2013-04-09,8.258141447007748,6.6341186022254774,8.338316633292095,8.258141447007748,8.258141447007748,-0.7935782008151742,-0.7935782008151742,-0.7935782008151742,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.7935782008151742,-0.7935782008151742,-0.7935782008151742,0.0,0.0,0.0,7.464563246192574
2013-04-10,8.25782106257452,6.587623375124552,8.348439321991856,8.25782106257452,8.25782106257452,-0.7849828827111518,-0.7849828827111518,-0.7849828827111518,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.7849828827111518,-0.7849828827111518,-0.7849828827111518,0.0,0.0,0.0,7.472838179863368
2013-04-11,8.257500678141293,6.665218904411998,8.3641562833122,8.257500678141293,8.257500678141293,-0.7732057464877241,-0.7732057464877241,-0.7732057464877241,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.7732057464877241,-0.7732057464877241,-0.7732057464877241,0.0,0.0,0.0,7.484294931653569
2013-04-12,8.257180293708066,6.603496992501491,8.359769811338417,8.257180293708066,8.257180293708066,-0.7586107267553885,-0.7586107267553885,-0.7586107267553885,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.7586107267553885,-0.7586107267553885,-0.7586107267553885,0.0,0.0,0.0,7.4985695669526775
2013-04-13,8.256859909274837,6.626132476060631,8.366362852716634,8.256859909274837,8.256859909274837,-0.7416060134427425,-0.7416060134427425,-0.7416060134427425,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.7416060134427425,-0.7416060134427425,-0.7416060134427425,0.0,0.0,0.0,7.515253895832094
2013-04-14,8.25653952484161,6.628001765091994,8.395794046463944,8.25653952484161,8.25653952484161,-0.7226328189450518,-0.7226328189450518,-0.7226328189450518,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.7226328189450518,-0.7226328189450518,-0.7226328189450518,0.0,0.0,0.0,7.533906705896558
2013-04-15,8.256219140408382,6.735515485156011,8.461124486294871,8.256219140408382,8.256219140408382,-0.70215383784294,-0.70215383784294,-0.70215383784294,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.70215383784294,-0.70215383784294,-0.70215383784294,0.0,0.0,0.0,7.554065302565442
2013-04-16,8.255900665392108,6.7254876590587696,8.421268553149,8.255900665392108,8.255900665392108,-0.6806417099841173,-0.6806417099841173,-0.6806417099841173,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.6806417099841173,-0.6806417099841173,-0.6806417099841173,0.0,0.0,0.0,7.575258955407991
2013-04-17,8.255582190375835,6.769973654740115,8.432900265771682,8.255582190375835,8.255582190375835,-0.6585677867378091,-0.6585677867378091,-0.6585677867378091,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.6585677867378091,-0.6585677867378091,-0.6585677867378091,0.0,0.0,0.0,7.597014403638026
2013-04-18,8.255263715359561,6.731304817249066,8.469924014364457,8.255263715359561,8.255263715359561,-0.6363914813231061,-0.6363914813231061,-0.6363914813231061,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.6363914813231061,-0.6363914813231061,-0.6363914813231061,0.0,0.0,0.0,7.618872234036455
2013-04-19,8.25494524034329,6.798389046743762,8.493087519770487,8.25494524034329,8.25494524034329,-0.6145504579918764,-0.6145504579918764,-0.6145504579918764,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.6145504579918764,-0.6145504579918764,-0.6145504579918764,0.0,0.0,0.0,7.640394782351413
2013-04-20,8.254626765327014,6.809025277021781,8.522995434968788,8.254626765327014,8.254626765327014,-0.5934518824188533,-0.5934518824188533,-0.5934518824188533,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.5934518824188533,-0.5934518824188533,-0.5934518824188533,0.0,0.0,0.0,7.661174882908161
2013-04-21,8.25430829031074,6.818587646723986,8.558330633581203,8.25430829031074,8.25430829031074,-0.5734649179803043,-0.5734649179803043,-0.5734649179803043,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.5734649179803043,-0.5734649179803043,-0.5734649179803043,0.0,0.0,0.0,7.680843372330436
2013-04-22,8.253989815294469,6.8276627159137915,8.55524240168641,8.253989815294469,8.253989815294469,-0.5549146108859292,-0.5549146108859292,-0.5549146108859292,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.5549146108859292,-0.5549146108859292,-0.5549146108859292,0.0,0.0,0.0,7.6990752044085395
2013-04-23,8.253671340278196,6.904098268146692,8.533178073677002,8.253671340278196,8.253671340278196,-0.5380772626541871,-0.5380772626541871,-0.5380772626541871,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.5380772626541871,-0.5380772626541871,-0.5380772626541871,0.0,0.0,0.0,7.715594077624009
2013-04-24,8.25335286526192,6.881423155552804,8.598176536932293,8.25335286526192,8.25335286526192,-0.5231773425394369,-0.5231773425394369,-0.5231773425394369,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.5231773425394369,-0.5231773425394369,-0.5231773425394369,0.0,0.0,0.0,7.730175522722483
2013-04-25,8.253034390245649,6.833134386513269,8.577982477219152,8.253034390245649,8.253034390245649,-0.5103859465776046,-0.5103859465776046,-0.5103859465776046,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.5103859465776046,-0.5103859465776046,-0.5103859465776046,0.0,0.0,0.0,7.742648443668044
2013-04-26,8.252715915229375,6.907221260904529,8.711246037199887,8.252715915229375,8.252715915229375,-0.49982076526969343,-0.49982076526969343,-0.49982076526969343,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.49982076526969343,-0.49982076526969343,-0.49982076526969343,0.0,0.0,0.0,7.752895149959682
2013-04-27,8.252397440213102,6.890274169551886,8.667742777782076,8.252397440213102,8.252397440213102,-0.49154747982091423,-0.49154747982091423,-0.49154747982091423,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.49154747982091423,-0.49154747982091423,-0.49154747982091423,0.0,0.0,0.0,7.760849960392187
2013-04-28,8.252078965196828,6.972071118865845,8.678501847179357,8.252078965196828,8.252078965196828,-0.4855824684881737,-0.4855824684881737,-0.4855824684881737,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.4855824684881737,-0.4855824684881737,-0.4855824684881737,0.0,0.0,0.0,7.766496496708655
2013-04-29,8.251760490180555,6.854331012080702,8.69979388833103,8.251760490180555,8.251760490180555,-0.48189667098834066,-0.48189667098834066,-0.48189667098834066,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.48189667098834066,-0.48189667098834066,-0.48189667098834066,0.0,0.0,0.0,7.7698638191922145
2013-04-30,8.251442015164281,6.961076009947182,8.58885391534562,8.251442015164281,8.251442015164281,-0.4804204309721856,-0.4804204309721856,-0.4804204309721856,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.4804204309721856,-0.4804204309721856,-0.4804204309721856,0.0,0.0,0.0,7.771021584192096
2013-05-01,8.25112354014801,6.912675189709193,8.672971503842197,8.25112354014801,8.25112354014801,-0.4810491149590374,-0.4810491149590374,-0.4810491149590374,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.4810491149590374,-0.4810491149590374,-0.4810491149590374,0.0,0.0,0.0,7.770074425188972
2013-05-02,8.250805065131736,6.911569296467466,8.689305579683165,8.250805065131736,8.250805065131736,-0.48364929136188506,-0.48364929136188506,-0.48364929136188506,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.48364929136188506,-0.48364929136188506,-0.48364929136188506,0.0,0.0,0.0,7.767155773769851
2013-05-03,8.250486590115461,6.904921194078389,8.578395447972035,8.250486590115461,8.250486590115461,-0.48806524556948916,-0.48806524556948916,-0.48806524556948916,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.48806524556948916,-0.48806524556948916,-0.48806524556948916,0.0,0.0,0.0,7.762421344545972
2013-05-04,8.25016811509919,6.853220658093214,8.66003423873681,8.25016811509919,8.25016811509919,-0.49412560656741855,-0.49412560656741855,-0.49412560656741855,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.49412560656741855,-0.49412560656741855,-0.49412560656741855,0.0,0.0,0.0,7.75604250853177
2013-05-05,8.249849640082916,6.90813911190319,8.607813665003965,8.249849640082916,8.249849640082916,-0.5016498671026766,-0.5016498671026766,-0.5016498671026766,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.5016498671026766,-0.5016498671026766,-0.5016498671026766,0.0,0.0,0.0,7.748199772980239
2013-05-06,8.249531165066642,6.8317464478804855,8.56871870747206,8.249531165066642,8.249531165066642,-0.5104545925550662,-0.5104545925550662,-0.5104545925550662,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.5104545925550662,-0.5104545925550662,-0.5104545925550662,0.0,0.0,0.0,7.739076572511576
2013-05-07,8.249212690050369,6.89618244258627,8.555307227205232,8.249212690050369,8.249212690050369,-0.5203591329158886,-0.5203591329158886,-0.5203591329158886,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.5203591329158886,-0.5203591329158886,-0.5203591329158886,0.0,0.0,0.0,7.72885355713448
2013-05-08,8.248894215034095,6.861998497162583,8.565118574845831,8.248894215034095,8.248894215034095,-0.531190676826374,-0.531190676826374,-0.531190676826374,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.531190676826374,-0.531190676826374,-0.531190676826374,0.0,0.0,0.0,7.717703538207721
2013-05-09,8.24859098220015,6.84975821620579,8.545134074523459,8.24859098220015,8.24859098220015,-0.5427885156297447,-0.5427885156297447,-0.5427885156297447,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.5427885156297447,-0.5427885156297447,-0.5427885156297447,0.0,0.0,0.0,7.705802466570406
2013-05-10,8.248287749366206,6.79529031387921,8.598048983760766,8.248287749366206,8.248287749366206,-0.5550074177851525,-0.5550074177851525,-0.5550074177851525,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.5550074177851525,-0.5550074177851525,-0.5550074177851525,0.0,0.0,0.0,7.693280331581054
2013-05-11,8.247984516532261,6.790116070820357,8.489625983463364,8.247984516532261,8.247984516532261,-0.5677200487118822,-0.5677200487118822,-0.5677200487118822,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.5677200487118822,-0.5677200487118822,-0.5677200487118822,0.0,0.0,0.0,7.680264467820379
2013-05-12,8.247681283698316,6.8353501170210444,8.60805049969238,8.247681283698316,8.247681283698316,-0.5808184069810831,-0.5808184069810831,-0.5808184069810831,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.5808184069810831,-0.5808184069810831,-0.5808184069810831,0.0,0.0,0.0,7.666862876717233
2013-05-13,8.24737805086437,6.823529507226925,8.525810542685301,8.24737805086437,8.24737805086437,-0.5942142835961638,-0.5942142835961638,-0.5942142835961638,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.5942142835961638,-0.5942142835961638,-0.5942142835961638,0.0,0.0,0.0,7.6531637672682065
2013-05-14,8.247074818030427,6.7797898019047285,8.554785554178022,8.247074818030427,8.247074818030427,-0.607838785723089,-0.607838785723089,-0.607838785723089,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.607838785723089,-0.607838785723089,-0.607838785723089,0.0,0.0,0.0,7.639236032307338
2013-05-15,8.246771585196482,6.753184612260734,8.521463614195463,8.246771585196482,8.246771585196482,-0.6216409985515058,-0.6216409985515058,-0.6216409985515058,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.6216409985515058,-0.6216409985515058,-0.6216409985515058,0.0,0.0,0.0,7.625130586644977
2013-05-16,8.246468352362538,6.779707465418209,8.464600460801918,8.246468352362538,8.246468352362538,-0.6355858879653271,-0.6355858879653271,-0.6355858879653271,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.6355858879653271,-0.6355858879653271,-0.6355858879653271,0.0,0.0,0.0,7.610882464397211
2013-05-17,8.246165119528593,6.757254542051186,8.465258538871856,8.246165119528593,8.246165119528593,-0.6496515714745406,-0.6496515714745406,-0.6496515714745406,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.6496515714745406,-0.6496515714745406,-0.6496515714745406,0.0,0.0,0.0,7.596513548054052
2013-05-18,8.245861886694648,6.7158932120683,8.488245450995176,8.245861886694648,8.245861886694648,-0.6638261046620567,-0.6638261046620567,-0.6638261046620567,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.6638261046620567,-0.6638261046620567,-0.6638261046620567,0.0,0.0,0.0,7.582035782032591
2013-05-19,8.245558653860703,6.691404623125192,8.440188242493944,8.245558653860703,8.245558653860703,-0.6781039446416149,-0.6781039446416149,-0.6781039446416149,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.6781039446416149,-0.6781039446416149,-0.6781039446416149,0.0,0.0,0.0,7.5674547092190885
2013-05-20,8.245255421026759,6.698818892733705,8.411540376510338,8.245255421026759,8.245255421026759,-0.6924822603049647,-0.6924822603049647,-0.6924822603049647,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.6924822603049647,-0.6924822603049647,-0.6924822603049647,0.0,0.0,0.0,7.552773160721793
2013-05-21,8.244952188192812,6.71226606451704,8.339881236476668,8.244952188192812,8.244952188192812,-0.706957261262119,-0.706957261262119,-0.706957261262119,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.706957261262119,-0.706957261262119,-0.706957261262119,0.0,0.0,0.0,7.537994926930693
2013-05-22,8.244648955358867,6.694260972891319,8.26929789411735,8.244648955358867,8.244648955358867,-0.7215207133387117,-0.7215207133387117,-0.7215207133387117,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.7215207133387117,-0.7215207133387117,-0.7215207133387117,0.0,0.0,0.0,7.523128242020156
2013-05-23,8.244345722524923,6.642550339904497,8.376600755515335,8.244345722524923,8.244345722524923,-0.7361567984954215,-0.7361567984954215,-0.7361567984954215,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.7361567984954215,-0.7361567984954215,-0.7361567984954215,0.0,0.0,0.0,7.508188924029501
2013-05-24,8.24404248969098,6.616206268181138,8.323870475520323,8.24404248969098,8.24404248969098,-0.7508394614649152,-0.7508394614649152,-0.7508394614649152,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.7508394614649152,-0.7508394614649152,-0.7508394614649152,0.0,0.0,0.0,7.493203028226064
2013-05-25,8.243739256857035,6.65268182287977,8.369614460410006,8.243739256857035,8.243739256857035,-0.7655303648314925,-0.7655303648314925,-0.7655303648314925,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.7655303648314925,-0.7655303648314925,-0.7655303648314925,0.0,0.0,0.0,7.478208892025543
2013-05-26,8.24343602402309,6.568030767138637,8.328228582415477,8.24343602402309,8.24343602402309,-0.7801775494430389,-0.7801775494430389,-0.7801775494430389,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.7801775494430389,-0.7801775494430389,-0.7801775494430389,0.0,0.0,0.0,7.463258474580051
2013-05-27,8.243132791189145,6.622235406453056,8.33724932136807,8.243132791189145,8.243132791189145,-0.7947148688100897,-0.7947148688100897,-0.7947148688100897,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.7947148688100897,-0.7947148688100897,-0.7947148688100897,0.0,0.0,0.0,7.448417922379056
2013-05-28,8.2428295583552,6.565054252057058,8.309826372529505,8.2428295583552,8.2428295583552,-0.8090622354847293,-0.8090622354847293,-0.8090622354847293,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.8090622354847293,-0.8090622354847293,-0.8090622354847293,0.0,0.0,0.0,7.433767322870471
2013-05-29,8.242526325521254,6.586173436339696,8.312388372597198,8.242526325521254,8.242526325521254,-0.8231266853850111,-0.8231266853850111,-0.8231266853850111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.8231266853850111,-0.8231266853850111,-0.8231266853850111,0.0,0.0,0.0,7.419399640136243
2013-05-30,8.24222309268731,6.554667541855697,8.264325013116725,8.24222309268731,8.24222309268731,-0.8368042337219879,-0.8368042337219879,-0.8368042337219879,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.8368042337219879,-0.8368042337219879,-0.8368042337219879,0.0,0.0,0.0,7.405418858965321
2013-05-31,8.241919859853365,6.519912806098558,8.242890471021644,8.241919859853365,8.241919859853365,-0.8499824647122279,-0.8499824647122279,-0.8499824647122279,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.8499824647122279,-0.8499824647122279,-0.8499824647122279,0.0,0.0,0.0,7.391937395141137
2013-06-01,8.241665313807001,6.478730136290939,8.270866140690977,8.241665313807001,8.241665313807001,-0.8625437676866878,-0.8625437676866878,-0.8625437676866878,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.8625437676866878,-0.8625437676866878,-0.8625437676866878,0.0,0.0,0.0,7.379121546120313
2013-06-02,8.241410767760636,6.5156767628564385,8.184941456503672,8.241410767760636,8.241410767760636,-0.8743691055576467,-0.8743691055576467,-0.8743691055576467,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.8743691055576467,-0.8743691055576467,-0.8743691055576467,0.0,0.0,0.0,7.367041662202989
2013-06-03,8.241156221714272,6.510157254581802,8.234672563050747,8.241156221714272,8.241156221714272,-0.8853421787961288,-0.8853421787961288,-0.8853421787961288,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.8853421787961288,-0.8853421787961288,-0.8853421787961288,0.0,0.0,0.0,7.355814042918143
2013-06-04,8.240901675667907,6.486490574747637,8.23171860804822,8.240901675667907,8.240901675667907,-0.895353829904522,-0.895353829904522,-0.895353829904522,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.895353829904522,-0.895353829904522,-0.895353829904522,0.0,0.0,0.0,7.3455478457633845
2013-06-05,8.240647129621543,6.413275097147009,8.223406867651606,8.240647129621543,8.240647129621543,-0.9043065204894972,-0.9043065204894972,-0.9043065204894972,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.9043065204894972,-0.9043065204894972,-0.9043065204894972,0.0,0.0,0.0,7.336340609132046
2013-06-06,8.240392583575177,6.504000603758769,8.186104886894267,8.240392583575177,8.240392583575177,-0.9121187059241305,-0.9121187059241305,-0.9121187059241305,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.9121187059241305,-0.9121187059241305,-0.9121187059241305,0.0,0.0,0.0,7.328273877651047
